Number,references,location,Region,MAP,MAT,Texture,PPH,SOC,Water,OP,CW,WSP,WSP%,Nitrogen,ON,CN,NSP,NSP%,Yield,WP,NUE
40,Han et al. 2014,Shaanxi Yangling,China,600,12.9,clay loam,56500,7.08,673,912.8,W-,-239.8,,0,240,N-,-240,,4.6,0.68,
40,Han et al. 2014,Shaanxi Yangling,China,600,12.9,clay loam,56500,7.08,713,912.8,W-,-199.8,,99.99,240,N-,-140.01,,6.11,0.86,61.06
40,Han et al. 2014,Shaanxi Yangling,China,600,12.9,clay loam,56500,7.08,763,912.8,W-,-149.8,,230,240,N-,-10,,7.79,1.02,33.86
40,Han et al. 2014,Shaanxi Yangling,China,600,12.9,clay loam,56500,7.08,853,912.8,W-,-59.8,,300,240,N+,60,,7.81,0.92,26.02
40,Han et al. 2014,Shaanxi Yangling,China,600,12.9,clay loam,56500,7.08,713,912.8,W-,-199.8,,99.99,240,N-,-140.01,,5.61,0.79,56.07
40,Han et al. 2014,Shaanxi Yangling,China,600,12.9,clay loam,56500,7.08,763,912.8,W-,-149.8,,230,240,N-,-10,,6.79,0.89,29.53
40,Han et al. 2014,Shaanxi Yangling,China,600,12.9,clay loam,56500,7.08,853,912.8,W-,-59.8,,300,240,N+,60,,6.74,0.79,22.48
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,280,912.8,W-,-632.8,,0,240,N-,-240,,5.28,1.89,
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,280,912.8,W-,-632.8,,99.99,240,N-,-140.01,,6.37,2.27,63.68
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,280,912.8,W-,-632.8,,199.98,240,N-,-40.02,,9.31,3.33,46.56
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,280,912.8,W-,-632.8,,300,240,N+,60,,9.66,3.45,32.18
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,274,912.8,W-,-638.8,,0,240,N-,-240,,5.2,1.9,
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,274,912.8,W-,-638.8,,99.99,240,N-,-140.01,,6.18,2.25,61.77
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,274,912.8,W-,-638.8,,199.98,240,N-,-40.02,,8.27,3.02,41.34
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,274,912.8,W-,-638.8,,300,240,N+,60,,8.93,3.26,29.77
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,227,912.8,W-,-685.8,,0,240,N-,-240,,2.56,1.13,
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,227,912.8,W-,-685.8,,99.99,240,N-,-140.01,,3.19,1.4,31.88
45,Lamptey et al. 2017,Gansu Dingxi,China,390,7,sandy loam,52500,7.65,227,912.8,W-,-685.8,,199.98,240,N-,-40.02,,5.15,2.27,25.73
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,372,912.8,W-,-540.8,,0,240,N-,-240,,10.88,2.93,
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,372,912.8,W-,-540.8,,100,240,N-,-140,,12.53,3.37,125.34
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,372,912.8,W-,-540.8,,200,240,N-,-40,,13.03,3.5,65.13
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,372,912.8,W-,-540.8,,250,240,N+,10,,13.85,3.72,55.39
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,372,912.8,W-,-540.8,,300,240,N+,60,,13.22,3.55,44.08
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,372,912.8,W-,-540.8,,400,240,N+,160,,13.19,3.55,32.97
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,496,912.8,W-,-416.8,,0,240,N-,-240,,5.32,1.07,
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,496,912.8,W-,-416.8,,100,240,N-,-140,,10.15,2.05,101.55
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,496,912.8,W-,-416.8,,200,240,N-,-40,,13.31,2.68,66.57
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,496,912.8,W-,-416.8,,250,240,N+,10,,15.15,3.05,60.59
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,496,912.8,W-,-416.8,,300,240,N+,60,,14.86,3,49.53
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,496,912.8,W-,-416.8,,400,240,N+,160,,14.05,2.83,35.13
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,487,912.8,W-,-425.8,,0,240,N-,-240,,6.75,1.39,
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,487,912.8,W-,-425.8,,100,240,N-,-140,,10.06,2.07,100.6
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,487,912.8,W-,-425.8,,200,240,N-,-40,,13.57,2.79,67.85
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,487,912.8,W-,-425.8,,250,240,N+,10,,14.35,2.95,57.39
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,487,912.8,W-,-425.8,,300,240,N+,60,,14.11,2.9,47.04
47,Liu et al. 2017,,China,555,9.2,loam,85000,8.99,487,912.8,W-,-425.8,,400,240,N+,160,,14.11,2.9,35.28
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,343.9,912.8,W-,-568.9,,104,240,N-,-136,,10.36,3.01,99.59
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,343.9,912.8,W-,-568.9,,154,240,N-,-86,,10.17,2.96,66.06
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,343.9,912.8,W-,-568.9,,204,240,N-,-36,,10.37,3.02,50.85
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,343.9,912.8,W-,-568.9,,254,240,N+,14,,10.7,3.11,42.14
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,343.9,912.8,W-,-568.9,,104.1,240,N-,-135.9,,10.55,3.07,101.34
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,343.9,912.8,W-,-568.9,,153.9,240,N-,-86.1,,10.87,3.16,70.63
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,343.9,912.8,W-,-568.9,,204,240,N-,-36,,10.97,3.19,53.78
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,343.9,912.8,W-,-568.9,,254.1,240,N+,14.1,,11.4,3.31,44.85
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,343.9,912.8,W-,-568.9,,54,240,N-,-186,,9.89,2.87,183.09
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,552,912.8,W-,-360.8,,104,240,N-,-136,,11.03,2,106.09
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,552,912.8,W-,-360.8,,154,240,N-,-86,,11.63,2.11,75.55
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,552,912.8,W-,-360.8,,204,240,N-,-36,,11.6,2.1,56.85
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,552,912.8,W-,-360.8,,254,240,N+,14,,11.92,2.16,46.91
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,552,912.8,W-,-360.8,,104.1,240,N-,-135.9,,11.57,2.1,111.18
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,552,912.8,W-,-360.8,,153.9,240,N-,-86.1,,12.09,2.19,78.57
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,552,912.8,W-,-360.8,,204,240,N-,-36,,12.39,2.25,60.75
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,552,912.8,W-,-360.8,,254.1,240,N+,14.1,,12.55,2.27,49.38
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,552,912.8,W-,-360.8,,54,240,N-,-186,,12.02,2.18,222.56
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,573,912.8,W-,-339.8,,50,240,N-,-190,,10.33,1.8,206.62
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,573,912.8,W-,-339.8,,100,240,N-,-140,,10.6,1.85,106.02
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,573,912.8,W-,-339.8,,150,240,N-,-90,,10.61,1.85,70.71
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,573,912.8,W-,-339.8,,200,240,N-,-40,,10.64,1.86,53.18
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,573,912.8,W-,-339.8,,50.1,240,N-,-189.9,,10.41,1.82,207.74
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,573,912.8,W-,-339.8,,99.9,240,N-,-140.1,,10.81,1.89,108.17
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,573,912.8,W-,-339.8,,150,240,N-,-90,,11.19,1.95,74.59
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,573,912.8,W-,-339.8,,200.1,240,N-,-39.9,,11.12,1.94,55.57
48,Liu et al. 2015,Harbin ,China,525,0.5,silt loam,46620,18.33,573,912.8,W-,-339.8,,0,240,N-,-240,,9.44,1.65,
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,478,912.8,W-,-434.8,,0,240,N-,-240,,9.7,2.03,
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,478,912.8,W-,-434.8,,230,240,N-,-10,,12.8,2.68,55.65
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,478,912.8,W-,-434.8,,395,240,N+,155,,12.4,2.59,31.39
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,478,912.8,W-,-434.8,,450,240,N+,210,,13.3,2.78,29.56
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,608,912.8,W-,-304.8,,0,240,N-,-240,,11,1.81,
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,608,912.8,W-,-304.8,,250,240,N+,10,,12.1,1.99,48.4
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,608,912.8,W-,-304.8,,155,240,N-,-85,,13.8,2.27,89.03
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,608,912.8,W-,-304.8,,450,240,N+,210,,13.1,2.15,29.11
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,259,912.8,W-,-653.8,,0,240,N-,-240,,6.3,2.43,
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,259,912.8,W-,-653.8,,250,240,N+,10,,10.7,4.13,42.8
51,Peng et al. 2012,Shangzhuang ,China,484,11.6,silt loam,1.00E+05,,259,912.8,W-,-653.8,,450,240,N+,210,,11,4.25,24.44
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,722.4444444,912.8,W-,-190.3555556,,80,240,N-,-160,,13.3,1.84,166.25
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,722.4444444,912.8,W-,-190.3555556,,160,240,N-,-80,,13.5,1.87,84.38
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,722.4444444,912.8,W-,-190.3555556,,160,240,N-,-80,,13.5,1.87,84.38
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,722.4444444,912.8,W-,-190.3555556,,240,240,N,0,,14,1.94,58.33
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,806.8888889,912.8,W-,-105.9111111,,80,240,N-,-160,,15.5,1.92,193.75
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,806.8888889,912.8,W-,-105.9111111,,160,240,N-,-80,,15.5,1.92,96.88
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,806.8888889,912.8,W-,-105.9111111,,160,240,N-,-80,,15.3,1.9,95.63
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,806.8888889,912.8,W-,-105.9111111,,240,240,N,0,,15.4,1.91,64.17
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,895.7777778,912.8,W-,-17.02222222,,80,240,N-,-160,,15.5,1.73,193.75
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,895.7777778,912.8,W-,-17.02222222,,160,240,N-,-80,,17,1.9,106.25
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,895.7777778,912.8,W-,-17.02222222,,160,240,N-,-80,,16.6,1.85,103.75
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,895.7777778,912.8,W-,-17.02222222,,240,240,N,0,,15.7,1.75,65.42
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,806.8888889,912.8,W-,-105.9111111,,0,240,N-,-240,,13.9,1.72,
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,739.4444444,912.8,W-,-173.3555556,,80,240,N-,-160,,13.5,1.83,168.75
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,739.4444444,912.8,W-,-173.3555556,,160,240,N-,-80,,14.9,2.02,93.13
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,739.4444444,912.8,W-,-173.3555556,,160,240,N-,-80,,14,1.89,87.5
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,739.4444444,912.8,W-,-173.3555556,,240,240,N,0,,13.9,1.88,57.92
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,823.8888889,912.8,W-,-88.91111111,,80,240,N-,-160,,15.6,1.89,195
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,823.8888889,912.8,W-,-88.91111111,,160,240,N-,-80,,15.7,1.91,98.13
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,823.8888889,912.8,W-,-88.91111111,,160,240,N-,-80,,15.8,1.92,98.75
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,823.8888889,912.8,W-,-88.91111111,,240,240,N,0,,16,1.94,66.67
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,912.7777778,912.8,W-,-0.022222222,,80,240,N-,-160,,16.4,1.8,205
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,912.7777778,912.8,W-,-0.022222222,,160,240,N-,-80,,17.7,1.94,110.63
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,912.7777778,912.8,W-,-0.022222222,,160,240,N-,-80,,19.2,2.1,120
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,912.7777778,912.8,W-,-0.022222222,,240,240,N,0,,18.1,1.98,75.42
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,957.2222222,912.8,W+,44.42222222,,80,240,N-,-160,,15.6,1.63,195
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,957.2222222,912.8,W+,44.42222222,,160,240,N-,-80,,16.7,1.74,104.38
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,957.2222222,912.8,W+,44.42222222,,160,240,N-,-80,,17.7,1.85,110.63
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,957.2222222,912.8,W+,44.42222222,,240,240,N,0,,17.4,1.82,72.5
52,Wen et al. 2015,Erdos,China,407,6.5,sandy loam,67500,,823.8888889,912.8,W-,-88.91111111,,0,240,N-,-240,,11.5,1.4,
53,Yin et al. 2007,Nanpi,China,550,12.3,silt loam,66700,9.92,355,912.8,W-,-557.8,,0,240,N-,-240,,7.75,2.18,
53,Yin et al. 2007,Nanpi,China,550,12.3,silt loam,66700,9.92,355,912.8,W-,-557.8,,70,240,N-,-170,,8.19,2.31,117
53,Yin et al. 2007,Nanpi,China,550,12.3,silt loam,66700,9.92,355,912.8,W-,-557.8,,140,240,N-,-100,,7.73,2.18,55.21
53,Yin et al. 2007,Nanpi,China,550,12.3,silt loam,66700,9.92,355,912.8,W-,-557.8,,210,240,N-,-30,,7.21,2.03,34.33
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,60000,4.5,504.6,912.8,W-,-408.2,,0,240,N-,-240,,6,1.19,
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,60000,4.5,504.6,912.8,W-,-408.2,,225,240,N-,-15,,7.6,1.51,33.78
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,60000,4.5,379.6,912.8,W-,-533.2,,224.99,240,N-,-15.01,,8.6,2.27,38.22
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,90000,4.5,504.6,912.8,W-,-408.2,,0,240,N-,-240,,6.3,1.25,
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,90000,4.5,504.6,912.8,W-,-408.2,,360,240,N+,120,,8.5,1.68,23.61
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,90000,4.5,379.6,912.8,W-,-533.2,,360,240,N+,120,,9.8,2.58,27.22
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,60000,4.5,520.9,912.8,W-,-391.9,,0,240,N-,-240,,5,0.96,
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,60000,4.5,520.9,912.8,W-,-391.9,,225,240,N-,-15,,7.2,1.38,32
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,60000,4.5,420.9,912.8,W-,-491.9,,224.99,240,N-,-15.01,,8.2,1.95,36.45
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,90000,4.5,520.9,912.8,W-,-391.9,,0,240,N-,-240,,5.3,1.02,
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,90000,4.5,520.9,912.8,W-,-391.9,,360,240,N+,120,,8.2,1.57,22.78
54,Zhou et al. 2017,Xinxiang ,China,573,10,sandy loam,90000,4.5,420.9,912.8,W-,-491.9,,360,240,N+,120,,9.4,2.23,26.11
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,407,912.8,W-,-505.8,,500,240,N+,260,,4.87,1.2,9.74
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,306,912.8,W-,-606.8,,500,240,N+,260,,2.85,0.93,5.7
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,200,912.8,W-,-712.8,,500,240,N+,260,,1.87,0.94,3.75
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,348,912.8,W-,-564.8,,400,240,N+,160,,4.85,1.39,12.12
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,298,912.8,W-,-614.8,,400,240,N+,160,,3.6,1.21,9
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,225,912.8,W-,-687.8,,400,240,N+,160,,1.49,0.66,3.72
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,356,912.8,W-,-556.8,,300,240,N+,60,,4.61,1.29,15.35
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,311,912.8,W-,-601.8,,300,240,N+,60,,2.96,0.95,9.88
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,201,912.8,W-,-711.8,,300,240,N+,60,,1.62,0.8,5.38
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,511.9,912.8,W-,-400.9,,500,240,N+,260,,6.42,1.25,12.84
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,382.4,912.8,W-,-530.4,,500,240,N+,260,,4.36,1.14,8.72
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,318.4,912.8,W-,-594.4,,500,240,N+,260,,3.32,1.04,6.64
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,468.4,912.8,W-,-444.4,,300,240,N+,60,,5.76,1.23,19.19
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,430.4,912.8,W-,-482.4,,300,240,N+,60,,4.93,1.14,16.42
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,320.4,912.8,W-,-592.4,,300,240,N+,60,,2.83,0.88,9.44
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,536.4,912.8,W-,-376.4,,100,240,N-,-140,,5.64,1.05,56.42
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,445.4,912.8,W-,-467.4,,100,240,N-,-140,,4.14,0.93,41.4
59,Ran et al. 2017,Gansu Wuwei,China,164,8,,1.00E+05,,318.4,912.8,W-,-594.4,,100,240,N-,-140,,1.98,0.62,19.84
61,Wang et al. 2014,Beijing,China,556,11.6,silt loam,50000,,507,912.8,W-,-405.8,,0,240,N-,-240,,10.33,2.04,
61,Wang et al. 2014,Beijing,China,556,11.6,silt loam,50000,,507,912.8,W-,-405.8,,120,240,N-,-120,,10.25,2.02,85.4
61,Wang et al. 2014,Beijing,China,556,11.6,silt loam,50000,,507,912.8,W-,-405.8,,210,240,N-,-30,,9.37,1.85,44.61
61,Wang et al. 2014,Beijing,China,556,11.6,silt loam,50000,,507,912.8,W-,-405.8,,0,240,N-,-240,,9.87,1.95,
61,Wang et al. 2014,Beijing,China,556,11.6,silt loam,50000,,507,912.8,W-,-405.8,,120,240,N-,-120,,10.26,2.02,85.53
61,Wang et al. 2014,Beijing,China,556,11.6,silt loam,50000,,507,912.8,W-,-405.8,,210,240,N-,-30,,10.58,2.09,50.38
61,Wang et al. 2014,Beijing,China,556,11.6,silt loam,50000,,507,912.8,W-,-405.8,,0,240,N-,-240,,9.53,1.88,
61,Wang et al. 2014,Beijing,China,556,11.6,silt loam,50000,,507,912.8,W-,-405.8,,120,240,N-,-120,,10.13,2,84.44
61,Wang et al. 2014,Beijing,China,556,11.6,silt loam,50000,,507,912.8,W-,-405.8,,210,240,N-,-30,,10.35,2.04,49.29
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,318.3,912.8,W-,-594.5,,180,240,N-,-60,,11.8,3.71,65.56
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,393.3,912.8,W-,-519.5,,180,240,N-,-60,,12.1,3.08,67.22
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,393.3,912.8,W-,-519.5,,180,240,N-,-60,,,0,0
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,393.3,912.8,W-,-519.5,,180,240,N-,-60,,13.6,3.46,75.56
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,393.3,912.8,W-,-519.5,,180,240,N-,-60,,12.8,3.25,71.11
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,466.1,912.8,W-,-446.7,,180,240,N-,-60,,4.4,0.94,24.44
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,541.1,912.8,W-,-371.7,,180,240,N-,-60,,6.8,1.26,37.78
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,541.1,912.8,W-,-371.7,,180,240,N-,-60,,8.8,1.63,48.89
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,541.1,912.8,W-,-371.7,,180,240,N-,-60,,9.1,1.68,50.56
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,541.1,912.8,W-,-371.7,,180,240,N-,-60,,1.5,0.28,8.33
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,657.8,912.8,W-,-255,,180,240,N-,-60,,9.8,1.49,54.44
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,732.8,912.8,W-,-180,,180,240,N-,-60,,10.8,1.47,60
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,732.8,912.8,W-,-180,,180,240,N-,-60,,11.1,1.51,61.67
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,732.8,912.8,W-,-180,,180,240,N-,-60,,11.2,1.53,62.22
63,Gao et al. 2017,Hebei Wuqiao,China,562,12.6,loam,72000,6.79,732.8,912.8,W-,-180,,180,240,N-,-60,,10.2,1.39,56.67
64,Dang et al. 2006,,China,580,9.1,sandy loam,,,281,912.8,W-,-631.8,,0,240,N-,-240,,4.47,1.59,
64,Dang et al. 2006,,China,580,9.1,sandy loam,,,281,912.8,W-,-631.8,,120,240,N-,-120,,6.32,2.25,52.65
64,Dang et al. 2006,,China,580,9.1,sandy loam,,,281,912.8,W-,-631.8,,180,240,N-,-60,,6.02,2.14,33.47
64,Dang et al. 2006,,China,580,9.1,sandy loam,,,281,912.8,W-,-631.8,,180,240,N-,-60,,6.44,2.29,35.77
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,314,912.8,W-,-598.8,,0,240,N-,-240,,4.49,1.43,
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,314,912.8,W-,-598.8,,69.96666667,240,N-,-170.0333333,,4.57,1.46,65.3
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,314,912.8,W-,-598.8,,140,240,N-,-100,,4.76,1.51,33.98
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,314,912.8,W-,-598.8,,280,240,N+,40,,5.34,1.7,19.09
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,314,912.8,W-,-598.8,,420,240,N+,180,,5.45,1.74,12.97
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,314,912.8,W-,-598.8,,560,240,N+,320,,4.79,1.52,8.55
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,173,912.8,W-,-739.8,,0,240,N-,-240,,4.28,2.47,
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,173,912.8,W-,-739.8,,69.96666667,240,N-,-170.0333333,,5.79,3.35,82.74
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,173,912.8,W-,-739.8,,140,240,N-,-100,,6.81,3.94,48.64
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,173,912.8,W-,-739.8,,280,240,N+,40,,7.62,4.41,27.22
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,173,912.8,W-,-739.8,,420,240,N+,180,,8.29,4.79,19.74
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,173,912.8,W-,-739.8,,560,240,N+,320,,8.23,4.76,14.69
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,193,912.8,W-,-719.8,,0,240,N-,-240,,3.26,1.69,
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,193,912.8,W-,-719.8,,69.96666667,240,N-,-170.0333333,,5.26,2.73,75.19
65,Liu et al. 2014,Gansu Yuzhong,China,320,6.5,sandy loam,43050,,193,912.8,W-,-719.8,,140,240,N-,-100,,6.35,3.29,45.32
